Cell_ID,Cell_type,Area,X,Y,CD3,CD4,CD8a,CD68,DNA1,Ki67,S100
350,Th,56.0,63.910714285714285,217.64285714285714,0.5537073437772794,0.5910690964638787,0.2750652675802031,0.3449553210476103,0.9472601163772003,0.17073492609257726,0.054911791004045654
351,B,71.0,64.30985915492958,251.30985915492957,0.4743309179932168,0.2943702303128182,0.6661468611569606,0.176902994341302,0.9334093470904697,0.16004771799526218,0.05762431377755308
352,Mphi,26.0,63.65384615384615,285.15384615384613,0.39799053375017646,0.5177850887991533,0.3971321108091233,0.5832302794080291,0.8703547822344108,0.11402399427522922,0.22718593346764449
353,other,59.0,64.72881355932203,410.5762711864407,0.09802906836657753,0.1320439747350477,0.1286340538335379,0.17668633219849808,0.7932082168442963,0.12888336000909056,0.04663057992222441
354,Th,44.0,63.70454545454545,426.3863636363636,0.574852006322919,0.49607918500830606,0.22391367127209444,0.2159017708861443,0.894108004056873,0.11449349927606019,0.016006213076116077
355,B,19.0,62.68421052631579,497.2631578947368,0.2962261170343127,0.5788041660408302,0.12348812858166489,0.32366684712388666,0.9205672913595001,0.26837069810835834,0.21920230462838095
356,Mphi,24.0,62.291666666666664,708.3333333333334,0.11843596570918294,0.43001091017431453,0.09987801435355635,0.36229482593507906,0.721976475539484,0.2317102230411605,0.09640031984625609
357,Th,47.0,64.65957446808511,242.59574468085106,0.32214028408733963,0.4839925880356462,0.43902145091723355,0.3515075234449377,0.901120758441924,0.13048399550568943,0.08515881417297026
358,Tc,28.0,63.67857142857143,303.0357142857143,0.7178667931628607,0.38050842563577525,0.8752508308462484,0.2618477846028676,0.9092526373958155,0.13502139583041065,0.037120518884903336
359,Tc,60.0,65.46666666666667,319.53333333333336,0.4295112123681095,0.25218815711859366,0.7786354880582305,0.13874883592760956,0.8968347446959354,0.3605753878542604,0.04031974019869702
360,B,41.0,64.3170731707317,329.9756097560976,0.27923272990717396,0.2110096698577401,0.17687938551635185,0.22361571469869276,0.9447355537737142,0.15945414030688546,0.09671169936027384
361,Mphi,21.0,63.0,348.0,0.10635907287215884,0.43085892270544474,0.07305877330216556,0.28388603305492927,0.8119598511767231,0.17360486127426,0.04903622146714395
362,Mphi,56.0,65.5,361.5,0.12859358979838942,0.4490820634843969,0.1873583013060803,0.41413524813131347,0.9534895591914538,0.3555338144481848,0.07221833966800723
363,B,28.0,63.785714285714285,420.5,0.5537073437772794,0.16653714479853993,0.8467026194053426,0.21180518705930015,0.9537314057567737,0.1257085400436721,0.15709591178196858
364,B,44.0,63.86363636363637,490.95454545454544,0.30261036148886994,0.5042130532985739,0.12032766231961192,0.4575842964183397,0.9373888892159589,0.19899015619038596,0.06178627851023472
365,Mphi,43.0,65.13953488372093,295.6511627906977,0.2321726847712259,0.44692904587480936,0.3733188057185983,0.3771430803248026,0.8840921687241146,0.14121287338940938,0.1067071678102845
366,Tc,49.0,65.85714285714286,311.1224489795918,0.5383196936341647,0.14319950511083163,0.4963215788522087,0.14618280796125888,0.8554272312130692,0.2898554855825127,0.042254383756341045
367,B,51.0,66.17647058823529,373.84313725490193,0.5601754014542971,0.4434205297713535,0.45829078890431224,0.15526675078962104,0.9727718012945945,0.21623392127260302,0.1206986391774788
368,other,55.0,65.43636363636364,400.3272727272727,0.14082212556399362,0.2042699180793828,0.1642585839503669,0.19548685769235552,0.7042683403200851,0.1324973356495189,0.05586810132915635
369,Mphi,33.0,65.39393939393939,571.4848484848485,0.060267829651101605,0.3313861290060171,0.09148241443514563,0.5533310973297775,0.8194685402046549,0.12456879730893965,0.1695503504347109
370,Th,53.0,65.50943396226415,686.9056603773585,0.8996618853640228,0.857827644189511,0.3920589170605779,0.26970565287929177,0.9277567334712061,0.28025627705226,0.05170357558668691
371,Tc,42.0,65.61904761904762,721.047619047619,0.7560752235050247,0.5159050491002675,0.8326657398648154,0.1209760731198858,0.9415088564744243,0.20685442773015938,0.07221833966800723
372,Tc,16.0,63.5,729.0,0.741417931976602,0.355474736066463,0.8445553733031191,0.05619377748988928,0.977769760735183,0.523826651358248,0.021909318629778404
373,B,36.0,66.52777777777777,211.27777777777777,0.6467313675619133,0.33498641231218323,0.6844280321983034,0.20249691270451556,0.9817907558541119,0.12986731546474106,0.10903879128571606
374,B,33.0,65.66666666666667,337.6060606060606,0.16538351044384528,0.1008656665407814,0.056595370685354064,0.1640555451548215,0.8873802846175115,0.18492876940656905,0.11806834635706251
375,B,20.0,64.5,459.5,0.3716102749602206,0.27955628490913026,0.1686784531551014,0.19647877499094243,0.9370766846275006,0.1441765561354771,0.08349644236992253
376,B,15.0,64.8,466.8,0.21296478614582884,0.33891431992005194,0.15228745288940518,0.24809102745116418,0.9518650381037819,0.21536588284702265,0.12872840812704442
377,B,66.0,67.0,617.5,0.21516544328074788,0.38016127485234075,0.15530575985563905,0.5624770872860434,0.9006671831330934,0.17412497589947576,0.31023463402074525
378,Tc,7.0,64.57142857142857,732.1428571428571,0.910531498663774,0.5618502301579084,0.8550476761133099,0.04330932975708163,0.9760611768965238,0.33761397024778944,0.0
379,Th,33.0,66.18181818181819,736.2727272727273,0.9949985654706132,0.8325200200162449,0.30405052923725917,0.1981274934173401,0.9635731539805235,0.9012825056808039,0.031630426323279365
380,Tc,37.0,67.91891891891892,263.56756756756755,0.34962844377616703,0.2925982487204093,0.6229474520605351,0.1979495227076359,0.8659623499432662,0.07468589880609415,0.08137834391864858
381,Th,57.0,67.52631578947368,278.0,0.7469102009459986,0.6480346166764935,0.1141651903841418,0.38779691770302166,0.9363409405501286,0.1971619176664767,0.04237398442775772
382,other,30.0,67.0,451.5,0.22099024665191036,0.36733384074452213,0.1438976674890921,0.1928318417010657,0.88236506199464,0.8214104442765106,0.06764953201497463
383,Mphi,47.0,67.19148936170212,482.8510638297872,0.11460843797617143,0.22077180126358992,0.13023159313281477,0.29544602410896864,0.9217287283753628,0.12490854416863446,0.04399275909065949
384,B,72.0,68.65277777777777,540.875,0.1569748349197728,0.30964970617046184,0.14740947238332178,0.26410078541961685,0.8222057427512696,0.1716933248449887,0.2224596126998161
385,Mphi,33.0,67.03030303030303,566.4242424242424,0.06977036554537089,0.3777234489290791,0.15530575985563905,0.6815256719349209,0.7023481007173599,0.17775130081794666,0.2014998445194083
386,Mphi,71.0,68.87323943661971,606.7042253521126,0.12795501521699362,0.32345311763094026,0.18014336381576138,0.40564277581588604,0.6499321661783319,0.3531371229108206,0.5246831473498725
387,Mphi,45.0,67.84444444444445,657.8888888888889,0.36568821149366404,0.5908861644178901,0.2100113721107174,0.27753306439454173,0.8479436238256519,0.18492876940656905,0.17824649830648528
388,Tc,47.0,67.36170212765957,674.1914893617021,0.731835231660728,0.677956883075109,0.5725744271557843,0.13088276682029315,0.9187619982615712,0.6238424965209785,0.03686457553483563
389,Th,46.0,68.0,191.19565217391303,0.36387070101574104,0.6726677120711091,0.3191424067185641,0.3150965201249611,0.9530413270064358,0.27514236978077244,0.06625240538415629
390,B,53.0,69.33962264150944,202.9811320754717,0.37327261905416276,0.530999581575108,0.3567152665389932,0.5369425011281795,0.9670312710011131,0.3480725570802268,0.09952457109675332
391,Th,61.0,68.42622950819673,352.95081967213116,0.6646457716898136,0.6853286756297644,0.10734087471069155,0.2730382887296812,0.9313197752340665,0.1250922535284952,0.05596556755476051
392,Mphi,35.0,67.97142857142858,384.54285714285714,0.35361267630031684,0.4240253896281183,0.07030566249223044,0.38990813344145914,0.8206548052278084,0.09479888425262215,0.029863700176890422
393,Th,87.0,70.04597701149426,497.5057471264368,0.6586500153324385,0.5625097563394538,0.13950588121073587,0.1621060799467786,0.9111926839462655,0.423833595849797,0.03974174929058115
394,Mphi,69.0,69.6086956521739,557.6811594202899,0.25486497533315045,0.2697660183000541,0.19467799523690701,0.39365860659839663,0.8596000048180245,0.16050074753980284,0.1787622332079805
395,Th,136.0,72.54411764705883,635.6911764705883,0.6541643034106057,0.6936949122647572,0.1513072537040026,0.37030809121883584,0.9066911870565614,0.11931717384764885,0.2224596126998161
396,Mphi,101.0,70.96039603960396,647.6039603960396,0.1272460732737879,0.360797558200331,0.1767642865611522,0.6506618083092137,0.8875195392033715,0.10640054703627763,0.2981408873471272
397,Th,54.0,68.88888888888889,752.7407407407408,0.7835983665481644,0.7233313916366849,0.13917912924727582,0.14772944465224755,0.9434131582454071,0.23071678553089384,0.07474225197498835
398,B,36.0,69.08333333333333,230.61111111111111,0.23020380476109292,0.5442624841779076,0.240096521828217,0.604607691021999,0.9116608738006055,0.1441765561354771,0.06586376361569166
399,B,39.0,69.35897435897436,367.6923076923077,0.24553779570497847,0.2803235219750183,0.09987801435355635,0.1292543667223542,0.9235748357958977,0.07846791958490974,0.06929344488434382
400,Th,42.0,69.5,393.9047619047619,0.404050353970137,0.4817156019021468,0.1128203134291378,0.24809102745116418,0.8382429632362829,0.11303897093100015,0.04111706424631317
401,B,30.0,69.3,470.56666666666666,0.21296478614582884,0.2894367685833047,0.1438976674890921,0.27956431593093206,0.9110254430730547,0.1608578634099416,0.088690374901879
402,B,29.0,68.41379310344827,475.51724137931035,0.19366672182139152,0.19459093752825468,0.1215722352263301,0.23440755677873207,0.8904239450728966,0.1397762581185239,0.142593072148153
403,B,35.0,68.45714285714286,508.65714285714284,0.5319837168952806,0.3321599975769007,0.8090444105069956,0.5465892537630724,0.9413668138481943,0.14779535970601762,0.10329361136622697
404,Mel,102.0,71.8529411764706,527.0294117647059,0.12888968401313075,0.23385739702729175,0.10790745110163798,0.3237518681030322,0.8615800667149823,0.41162972607672893,0.48515573955263475
405,Mel,105.0,73.41904761904762,551.0857142857143,0.3097110207304455,0.3681198397770775,0.1426882904816728,0.41818251872076356,0.7832781092855362,0.1893897651867475,0.23924303843906033
406,Th,20.0,67.5,727.5,0.7981522574967627,0.6004794706060036,0.48219335152926135,0.03065680950792916,0.9228289769997593,0.2263217394295707,0.0175855963052018
407,Th,33.0,70.60606060606061,269.0,0.8230517454748321,0.5918164009710861,0.7793342017527021,0.5077585720692359,0.9315653265486104,0.12456879730893965,0.10903879128571606
408,Th,58.0,70.5,300.62068965517244,0.8603007876852004,0.6840622257578026,0.20181709166775302,0.3500348125849253,0.9267567169698935,0.1397762581185239,0.07534994972874567
409,Mphi,5.0,68.0,341.0,0.17962395435274947,0.3270282734980323,0.21494928876852157,0.40941087611346494,0.9225992059428026,0.06208612585432822,0.0
410,other,91.0,72.71428571428571,407.7912087912088,0.14876476043984077,0.20731728593215842,0.13405086795705082,0.1982721688423605,0.6666386498923185,0.13997043659066655,0.015484700831598187
411,B,39.0,69.38461538461539,419.7692307692308,0.13565102074040078,0.35137751881815205,0.1785160390538706,0.24809102745116418,0.867877768330965,0.23102267205433963,0.06929344488434382
412,Th,42.0,69.07142857142857,460.64285714285717,0.6868061614892509,0.6384334612410667,0.6345193197486936,0.15026669057333952,0.9459533984331062,0.15614497811025138,0.056858311062683374
413,Mphi,53.0,72.15094339622641,516.7358490566038,0.10819789261822423,0.3089614293953474,0.116908161384058,0.4289860228466124,0.732527004532863,0.08067963936733344,0.2189556890311592
414,Th,45.0,69.77777777777777,665.4222222222222,0.735738529871999,0.6488435977078113,0.6100281675681821,0.1729109332544755,0.9618493487825819,0.23467855620844652,0.015654720822262554
415,Th,63.0,71.71428571428571,741.3174603174604,0.7899393160654196,0.773951155986876,0.24424784101377836,0.11694310391770435,0.9311989426913803,0.04016828502079646,0.08967477342609122
416,Mphi,42.0,71.5952380952381,220.21428571428572,0.247622949930679,0.5959702473864409,0.19563022046424802,0.4837623286090636,0.8764236443035484,0.2994388044828705,0.15709591178196858
417,B,44.0,71.11363636363636,241.22727272727272,0.09516249433448704,0.4038116403635493,0.13810092504013968,0.29048320138047956,0.9292770835137046,0.1324973356495189,0.09756011478624363
418,B,51.0,71.70588235294117,252.86274509803923,0.2344088578831225,0.19602552314665098,0.27677175318510205,0.1823856372032176,0.9348090934554526,0.1516005028991429,0.020640606315851247
419,B,37.0,70.24324324324324,329.13513513513516,0.18516974539391975,0.31315514574051284,0.22908878997508772,0.1920397221499905,0.9293743467500557,0.6156515583630698,0.08137834391864858
420,Mphi,27.0,70.33333333333333,581.2222222222222,0.16804805358872135,0.1903530806187229,0.0895995133977145,0.4967022067155185,0.7116530042598438,0.23467855620844652,0.18218865000332976
421,B,47.0,72.40425531914893,211.3404255319149,0.39894363179802556,0.5169462601500655,0.5932196665620255,0.5406605360443992,0.9690622780332754,0.17821242036264479,0.05801510739184667
422,other,28.0,72.07142857142857,321.0,0.070443514284096,0.14847200244632988,0.12546537509708486,0.13874883592760956,0.8672942525573787,0.10659315877727911,0.01260894124250952
423,Mphi,39.0,71.97435897435898,339.7435897435897,0.11382021811622693,0.3288770095657817,0.15356652673849014,0.5892642552039403,0.8913299426501721,0.1409079792716151,0.08549926356433701
424,B,22.0,71.27272727272727,346.5,0.24367309228129813,0.4495236002920763,0.1438976674890921,0.2984983430027227,0.9032461056008677,0.1441765561354771,0.07634309133512443
425,B,47.0,72.72340425531915,488.3404255319149,0.2875917498602296,0.35389258741603735,0.10182483797412652,0.19531781947825252,0.9250243126687244,0.14687373415222568,0.09176403267831894
426,Mphi,98.0,73.68367346938776,593.8163265306123,0.09833713754269045,0.22875245309006426,0.14904993400065028,0.3617839667485451,0.8944556039829806,0.10380755415749802,0.3179346588426358
427,Mphi,45.0,74.08888888888889,185.33333333333334,0.13802686156203428,0.5424963991250346,0.1793274863341031,0.375420187403343,0.938214689081944,0.29677551700284116,0.09554841000565771
428,Mphi,45.0,74.17777777777778,235.2,0.12556480110665794,0.48645670154696663,0.09987801435355635,0.4539678812862164,0.8753893536176357,0.15811378554625552,0.0458803075010365
429,B,21.0,72.71428571428571,306.7142857142857,0.5921781926324643,0.5104192957689165,0.086627872843364,0.20928436593695818,0.9381153846085887,0.20685442773015938,0.06458510684491273
430,other,71.0,74.83098591549296,442.11267605633805,0.26168173194695243,0.2546097412268925,0.22786020069464166,0.1672244214875612,0.8562695221592826,0.16004771799526218,0.06674470530144032
431,Th,59.0,74.49152542372882,449.77966101694915,0.6949267848338605,0.6833455163934887,0.2503742961121384,0.19183813114587409,0.942012036164703,0.3068057410400015,0.09531717999208565
432,Th,25.0,72.8,455.44,0.8251013599433543,0.7037220301831467,0.6071411272986893,0.1718935573530544,0.9610894945797149,0.40847297334674043,0.0
433,B,35.0,73.4,480.77142857142854,0.12556480110665794,0.10255891561084604,0.11025596485499346,0.1491264893904639,0.944327635685866,0.07044192217862977,0.08572774614936166
434,Th,71.0,75.43661971830986,759.2535211267606,0.7908783268074243,0.7708608144993306,0.15625868787168148,0.16066660782251635,0.9627351791443951,0.23133267300980714,0.12708918976031874
435,Th,38.0,74.28947368421052,193.28947368421052,0.3716102749602206,0.702115450752203,0.18867331624553732,0.4990328694212133,0.9869508415506015,0.1702803336927891,0.09572785758305141
436,Tc,57.0,74.70175438596492,262.0175438596491,0.6525183949865455,0.3699346934954196,0.6197004796050596,0.18973949231921924,0.9418440939901416,0.1329114385002067,0.05971601934203353
437,Th,35.0,73.6,274.62857142857143,0.6653370173680225,0.5703589885692887,0.1755492584210091,0.2957667924486957,0.9378878704719056,0.10268939278336471,0.06764953201497463
438,B,31.0,74.25806451612904,314.61290322580646,0.23793450110314285,0.3585428536211972,0.18708922727327212,0.30712293524938294,0.9425760683058253,0.13173509402710384,0.09598825283723066
439,other,49.0,74.18367346938776,358.38775510204084,0.1722098398547807,0.15369456983913068,0.18136703371025698,0.21502688127919564,0.8640720200585896,0.22343852481444482,0.042254383756341045
440,Tc,38.0,74.34210526315789,385.7368421052632,0.6525183949865455,0.43157168167920473,0.6465686920678742,0.22162802229398215,0.9518745986861562,0.087855327843967,0.06256088064350047
441,Mphi,36.0,74.94444444444444,654.8333333333334,0.0729053993601855,0.24865838282665806,0.20376990728096467,0.4130904629505177,0.8272429424474613,0.06859555010266509,0.3334527170938577
442,Th,31.0,73.61290322580645,686.741935483871,0.9019380413889558,0.8626704548035958,0.45869069511123856,0.20863167817157427,0.9604751240767291,0.20233469470503151,0.1249674214527308
443,other,61.0,74.42622950819673,706.6065573770492,0.10475676871295717,0.2555786409607419,0.07999511557241332,0.23508999880032985,0.5483152414961012,0.05626176168131143,0.03415626749902756
444,Th,60.0,74.81666666666666,729.9333333333333,0.8393647977233212,0.79437952229645,0.13537423193099593,0.08288143981899154,0.9357274303124267,0.0813965982352506,0.10401472521988414
445,Mphi,52.0,75.78846153846153,228.01923076923077,0.10447900737960249,0.49523491867112823,0.10862238591421201,0.5189763108379333,0.8929938511502429,0.23376713086600526,0.11287541962341031
446,other,39.0,75.6923076923077,246.12820512820514,0.09880288905603629,0.2320386149130853,0.16618978041485952,0.2580093923210514,0.8497535531396341,0.8649947972619358,0.09344636070038895
447,other,17.0,74.0,427.0,0.07693872224280891,0.08927893522017298,0.12103570821233241,0.08580485345701447,0.7631676040752465,0.18029590353355032,0.0
448,Th,25.0,74.08,461.48,0.7834784813262479,0.5714776512003433,0.810904194176338,0.13383342246629992,0.919978349486327,0.17861786699219392,0.06764953201497463
449,Tc,24.0,73.875,507.3333333333333,0.7567876587341519,0.5199663578148397,0.9398991052841218,0.39240045777015203,0.9471205218758888,0.2577961083917341,0.056858311062683374
450,Th,54.0,75.96296296296296,668.2222222222222,0.8018938444467187,0.479056177161483,0.5870366446974724,0.17375716441044478,0.9668638258546847,0.20625797633599782,0.019510786812915716
451,Th,66.0,76.71212121212122,676.1969696969697,0.8590162495493674,0.7924985659396777,0.40531908234837677,0.24809102745116418,0.9595988340476483,0.11245608378466293,0.021256047857365287
452,Th,25.0,74.36,751.0,0.9183577989410878,0.9210058481897475,0.30360562863900437,0.1436178587649799,0.9273805549903233,0.5094853065930871,0.08035908815554697
453,Th,25.0,75.56,198.68,0.517254582579239,0.6907399010700789,0.2572974391930806,0.46379408135718536,0.9744057492514469,0.9048337018715816,0.014105910312038382
454,Th,55.0,77.63636363636364,280.54545454545456,0.7718374734315698,0.6455698412068983,0.1686784531551014,0.14537703878493782,0.9366040299344759,0.10835856498925031,0.06764953201497463
455,Mphi,28.0,75.39285714285714,295.07142857142856,0.1722098398547807,0.5434225899752946,0.21966506728622773,0.5013617922301244,0.8541752111960614,0.09678197515058559,0.04903622146714395
456,Th,44.0,75.97727272727273,327.5,0.3072242824203782,0.3564377247430771,0.1438976674890921,0.23456533068506372,0.9543711136256487,0.1831437185945696,0.13790272018337915
457,other,75.0,78.57333333333334,399.06666666666666,0.06179814621302007,0.2815485848630847,0.14558621535438834,0.17493947910756388,0.7992757510050242,0.11098447296430328,0.023344213035694086
458,other,48.0,77.33333333333333,422.5416666666667,0.1475792191538941,0.2166752187661839,0.08242232912774426,0.40099965493309797,0.9203068461081911,0.1994233993808681,0.0
459,B,48.0,77.1875,433.125,0.10635907287215884,0.3337519972832154,0.12233141409185906,0.28709990782511957,0.6522789736350719,0.122568505096055,0.08998207664830987
460,Mphi,36.0,76.0,579.1666666666666,0.23020380476109292,0.4159076766159063,0.178008237862714,0.3865600934033705,0.7683981508104047,0.06044721663674453,0.056858311062683374
461,Mphi,26.0,75.34615384615384,621.6538461538462,0.07554559372949092,0.4069854905152964,0.08196755220959313,0.47061367549685335,0.6453097591263007,0.09296209315098597,0.22718593346764449
462,Mphi,78.0,77.3974358974359,698.6153846153846,0.32650456194729355,0.3790378170050356,0.09987801435355635,0.11958354385424641,0.8797039331862356,0.07478574773501971,0.04843052461124212
463,Th,42.0,77.0,288.6666666666667,0.4921591066617448,0.7355194396405124,0.14990382541081756,0.5754348281536191,0.9135482160093283,0.21219096000247425,0.04903622146714395
464,Th,33.0,77.6969696969697,309.8484848484849,0.6282370583377154,0.6767892306230194,0.038325815621352316,0.21111900250239296,0.9803309733249732,0.14801389618017835,0.031630426323279365
465,B,65.0,78.64615384615385,344.38461538461536,0.1635314189395659,0.2647449331985883,0.2011544274906928,0.31504028256005945,0.9445291986784388,0.12222926872940464,0.10129222930662639
466,B,51.0,78.37254901960785,378.19607843137254,0.36987636013181774,0.16269097148569983,0.6879574563072182,0.2556948961914624,0.951510208045887,0.2248322152969581,0.16518510268179123
467,Tc,34.0,77.44117647058823,390.44117647058823,0.6699823227300636,0.26100647049975095,0.8316705393791937,0.1867652292590184,0.9219085105902763,0.13664835625721064,0.05042359246215327
468,B,35.0,77.22857142857143,476.6857142857143,0.3097110207304455,0.2894367685833047,0.12546537509708486,0.2536434116712284,0.9545735979699815,0.11046965238260133,0.08572774614936166
469,Mphi,75.0,77.32,606.76,0.11025061549245543,0.2997568978369731,0.19387674880020264,0.2974381028229501,0.7030599100294872,0.11098447296430328,0.088690374901879
470,Mphi,28.0,76.92857142857143,626.5714285714286,0.036208251454168304,0.5582418407654217,0.1347602165144005,0.4939308381720715,0.6774622488130362,0.10659315877727911,0.1669039480449261
471,Th,35.0,78.17142857142858,371.0,0.10075508549743224,0.2108502079373483,0.18902341814206933,0.09882351259255076,0.8512262637164065,0.1257085400436721,0.10329361136622697
472,B,44.0,77.93181818181819,494.95454545454544,0.484289458665271,0.41065840648902296,0.41827851332059246,0.14427825832171473,0.9570732746731451,0.2669424677545381,0.07634309133512443
473,Mphi,24.0,77.58333333333333,585.6666666666666,0.09403120231368989,0.45868490241943277,0.15436438406235858,0.46110599297262567,0.9180838590689216,0.20416483455537582,0.2014998445194083
474,Th,46.0,78.58695652173913,689.195652173913,0.8223552422810885,0.7465200319174871,0.43642808228605495,0.1595892626613523,0.9563976545948122,0.18150848495911415,0.06625240538415629
475,Th,51.0,79.80392156862744,220.19607843137254,0.3448976149153374,0.4820662129154028,0.1705735936792121,0.23644523593016503,0.9285751892349351,0.9389962902531972,0.047181689701060396
476,B,32.0,78.8125,336.125,0.16987263274565464,0.22832933914920744,0.21078613671248556,0.44885189160715916,0.9487307386963978,0.8589884230027648,0.05344797605026378
477,Th,29.0,78.41379310344827,460.44827586206895,0.6966168569281623,0.6646500474907497,0.4050919411045129,0.15941320187561092,0.9268468401258387,0.11259683706379749,0.0474057984222266
478,Th,28.0,78.32142857142857,507.2142857142857,0.338970650689159,0.6055574941314162,0.3183152560539894,0.5013617922301244,0.9334289760098636,0.21219096000247425,0.08349644236992253
479,Mphi,25.0,78.76,513.32,0.14780653414535327,0.4519872537463069,0.21494928876852157,0.7437773218007102,0.8653071554338723,0.15921312708418736,0.12872840812704442
480,Mphi,23.0,78.1304347826087,531.4782608695652,0.12309504371598214,0.3011973496724126,0.16019028211168498,0.38553541710485023,0.6924427169895705,0.17111016104277965,0.32689951459058886
481,Mel,60.0,80.41666666666667,537.75,0.1349363609304452,0.33300975081857465,0.21494928876852157,0.39123935644943936,0.6731342117404916,0.1809934848379089,0.5575392570183526
482,Mphi,77.0,80.0,569.0519480519481,0.144396213208616,0.3656858597885161,0.12204561348261425,0.47424934198410706,0.6491471248650355,0.1425235301127825,0.1443701410996657
483,Mphi,34.0,78.5,659.5,0.13711960475702795,0.33440592505432265,0.19369590150983332,0.3809826262183866,0.7294785223283965,0.08083786991574625,0.16518510268179123
484,other,107.0,81.49532710280374,716.7196261682243,0.10178031438067082,0.2051356186979106,0.07177392451587068,0.27124830875129846,0.6670040239754916,0.07730046109201563,0.048152957459936974
485,Th,53.0,80.39622641509433,746.0754716981132,0.9208937629706008,0.7674114605720589,0.33787856013757844,0.13643606534422037,0.9600930137545243,0.18344727582107598,0.0327944928168605
486,Mphi,31.0,80.0,178.0,0.19922939884162114,0.582517739671493,0.13979030980278168,0.47957513154183207,0.8366659880109124,0.23084508364386205,0.11546070361018149
487,Mphi,34.0,79.41176470588235,187.7058823529412,0.08591690249314335,0.4683330056073494,0.1052438626557919,0.40149957529222846,0.892018204370365,0.2205516285013505,0.09715102544125627
488,Th,34.0,80.08823529411765,204.97058823529412,0.7469421847117688,0.5378137836227461,0.8445553733031191,0.31724124808339244,0.9673796322246084,0.8772144963399074,0.07887719448727305
489,Th,61.0,81.55737704918033,249.85245901639345,0.7329972496648014,0.6875409103772403,0.28942153560758543,0.3892517638511393,0.8940926213363132,0.208785605655761,0.08733223990517314
490,Th,29.0,80.37931034482759,258.2068965517241,0.8369679833100314,0.5815695981887046,0.7140364303521461,0.22031202699771718,0.9261228236060144,0.13086641044886838,0.012178145298748338
491,Th,57.0,81.15789473684211,269.63157894736844,0.7312481969883252,0.32448638439690386,0.45263448090029346,0.1936018847011653,0.9599131302430536,0.17660887477714135,0.10374915072856575
492,other,26.0,79.38461538461539,363.5769230769231,0.06357383487263868,0.15965948748742542,0.12402117045279976,0.11958354385424641,0.7365923902266263,0.1909249788580248,0.08948558774851753
493,Th,44.0,80.9090909090909,473.0,0.7220774111057321,0.6820286562590065,0.1438976674890921,0.2945091047174003,0.9240210994694261,0.1324973356495189,0.07634309133512443
494,Mphi,19.0,79.52631578947368,239.73684210526315,0.06927388659487584,0.6167944094207296,0.08024086473444429,0.5867388106372649,0.7536173659482889,0.2130284170517148,0.2447344713903496
495,Th,5.0,79.0,275.0,0.714904756485668,0.4781210318166691,0.1179134291844234,0.2856030038424974,0.9702659133108761,0.36593914588377097,0.0
496,Th,49.0,81.26530612244898,297.1224489795918,0.46398772048931386,0.5493193723892463,0.16669863474732957,0.3042946054504074,0.9069557917391378,0.3161983159796256,0.05574674490740366
497,B,40.0,81.35,304.1,0.17314200076308825,0.186594023209107,0.11121899395736033,0.20189844734192913,0.9613540462632474,0.12476842421384059,0.09894898241856911
498,Th,49.0,82.16326530612245,319.3673469387755,0.7452628799220888,0.40282441755202664,0.14648001740837607,0.32824398074988315,0.955428914537464,0.10936484899682665,0.03540008889251208
499,Th,23.0,80.95652173913044,325.04347826086956,0.6166609239276997,0.43641945754594497,0.18115738310847712,0.1544584812092002,0.9628368951048151,0.47077785634809405,0.01531833420847597
500,B,61.0,82.19672131147541,352.08196721311475,0.08518597793169007,0.27906512066252,0.1742047702885321,0.17548676743447214,0.9498088019455829,0.3258634254642709,0.1268200368764276
501,Th,70.0,82.92857142857143,408.45714285714286,0.6722792766519999,0.6855665306533126,0.09063588994099826,0.1422314047745958,0.8739642132180313,0.11814195767435427,0.020059800576601474
502,Mphi,25.0,81.2,588.2,0.12556480110665794,0.42977315249316717,0.2810258062435477,0.3134852021978447,0.8701012570572795,0.37228756558257564,0.18414958253844815
503,Th,48.0,81.66666666666667,768.7916666666666,0.8261606556965233,0.7427830348124975,0.11121899395736033,0.11795424900761821,0.935810913249858,0.25354487060862735,0.08998207664830987
504,B,24.0,81.29166666666667,488.6666666666667,0.4984590303669789,0.35192597819089266,0.5116101626070081,0.20547818127285808,0.8937358530474033,0.5171350748635156,0.014687143340176055
505,Mphi,58.0,82.6896551724138,578.8620689655172,0.09446056458461546,0.356570388340962,0.13507789794881944,0.2868421823214414,0.7276313597165402,0.11722164329941005,0.19854615774108816
506,Mphi,17.0,80.29411764705883,596.7647058823529,0.145233954242431,0.3598200250488692,0.17994714724589156,0.3503484567556518,0.7581857085543301,0.05511283011855077,0.18103200913005432
507,Th,26.0,82.61538461538461,311.4230769230769,0.4348445808186583,0.4509467886174115,0.2650330515556333,0.3302862484490288,0.962017083940515,0.11402399427522922,0.052658369925419335
508,other,43.0,84.13953488372093,330.4651162790698,0.11760137587613594,0.2386746370589149,0.19715449745011615,0.3599610099813978,0.9695407730130677,1.0,0.040189849547448676
509,Th,72.0,85.5,419.81944444444446,0.5652483399034343,0.6449814951756705,0.13322211520860383,0.44635009709786627,0.8988942628166617,0.12986731546474106,0.10485494984427142
510,B,20.0,81.7,450.0,0.3889310535778467,0.25917367957693543,0.6329208346941531,0.2672362827935736,0.9168228637843638,0.9152050943969995,0.03471062953268288
511,B,41.0,83.0,502.0,0.3562902740379128,0.29794814256427876,0.3131771061691525,0.2185639679922495,0.9598872480451865,0.21644540963370504,0.11872378462750559
